Sr. Number,Gender,Education_Level_Simplified,Job Title,Age_simplified,Age,Years_of_Experience_CLEARED,Years_of_Experience,Salary_cleared,Salary,Country,Race,Seniority,Education_Level
833,Male,1,Data Analyst,Early Career,30,Junior Level,5,Very High Salary,160000,China,White,0,Bachelor's
834,Male,1,Data Analyst,Early Career,24,Fresher,1,Medium Salary,92000,China,White,0,Master's
835,Female,1,Software Engineer,Early Career,28,Junior Level,5,Very High Salary,160000,China,White,0,Bachelor's
836,Male,1,Data Analyst,Early Career,26,Junior Level,3,High Salary,130000,Australia,Australian,0,Bachelor's
837,Male,1,Software Engineer,Early Career,32,Mid Level,8,Very High Salary,190000,China,White,0,Bachelor's
838,Female,2,Product Manager,Early Career,33,Senior Level,11,Very High Salary,198000,Australia,Asian,0,Bachelor's
839,Male,1,Data Analyst,Early Career,25,Fresher,2,High Salary,110000,USA,Hispanic,0,Bachelor's
840,Female,3,Data Scientist,Early Career,30,Mid Level,7,Very High Salary,185000,UK,White,0,Master's
841,Male,1,Software Engineer,Early Career,27,Junior Level,4,High Salary,140000,China,Chinese,0,Bachelor's
842,Female,2,Product Manager,Early Career,34,Senior Level,12,Very High Salary,196000,UK,Asian,0,PhD
843,Male,1,Data Analyst,Early Career,31,Mid Level,9,Very High Salary,195000,Australia,Asian,0,Bachelor's
844,Female,1,Software Engineer,Early Career,28,Junior Level,5,Very High Salary,160000,China,Korean,0,Master's
845,Male,1,Data Analyst,Early Career,26,Junior Level,3,High Salary,130000,China,Korean,0,Bachelor's
846,Female,2,Data Scientist,Early Career,29,Mid Level,6,Very High Salary,180000,UK,Asian,0,Bachelor's
847,Male,1,Software Engineer,Early Career,32,Mid Level,8,Very High Salary,190000,China,Chinese,0,Bachelor's
848,Female,2,Product Manager,Early Career,33,Senior Level,11,Very High Salary,198000,China,Chinese,0,Master's
849,Male,1,Data Analyst,Early Career,24,Fresher,1,Medium Salary,90000,China,Korean,0,Bachelor's
850,Male,1,Software Engineer,Early Career,27,Junior Level,4,High Salary,140000,USA,African American,0,Master's
851,Female,1,Data Analyst,Early Career,25,Fresher,2,High Salary,110000,USA,Asian,0,Bachelor's
852,Female,3,Data Scientist,Early Career,30,Mid Level,7,Very High Salary,185000,UK,Mixed,0,Bachelor's
853,Male,1,Data Analyst,Early Career,31,Mid Level,9,Very High Salary,195000,UK,Mixed,0,Bachelor's
854,Female,1,Software Engineer,Early Career,28,Junior Level,5,Very High Salary,160000,USA,Asian,0,PhD
855,Male,1,Data Analyst,Early Career,26,Junior Level,3,High Salary,130000,UK,White,0,Bachelor's
856,Female,2,Data Scientist,Early Career,29,Mid Level,6,Very High Salary,180000,UK,White,0,Bachelor's
857,Male,1,Software Engineer,Early Career,32,Mid Level,8,Very High Salary,190000,Australia,White,0,Bachelor's
858,Female,2,Product Manager,Early Career,33,Senior Level,11,Very High Salary,198000,China,Chinese,0,Master's
859,Male,1,Data Analyst,Early Career,24,Fresher,1,Medium Salary,90000,USA,Hispanic,0,Bachelor's
860,Male,1,Software Engineer,Early Career,27,Junior Level,4,High Salary,140000,Australia,Asian,0,Master's
861,Female,1,Data Analyst,Early Career,25,Fresher,2,High Salary,110000,UK,Welsh,0,Bachelor's
862,Female,3,Data Scientist,Early Career,30,Mid Level,7,Very High Salary,185000,UK,White,0,Bachelor's
863,Male,1,Data Analyst,Early Career,31,Mid Level,9,Very High Salary,195000,Australia,Asian,0,Bachelor's
864,Female,1,Software Engineer,Early Career,28,Junior Level,5,Very High Salary,160000,Australia,White,0,PhD
865,Male,1,Data Analyst,Early Career,26,Junior Level,3,High Salary,130000,China,White,0,Bachelor's
866,Female,2,Data Scientist,Early Career,29,Mid Level,6,Very High Salary,180000,Australia,Asian,0,Bachelor's
867,Male,1,Software Engineer,Early Career,32,Mid Level,8,Very High Salary,190000,Canada,White,0,Bachelor's
868,Female,2,Product Manager,Early Career,33,Senior Level,11,Very High Salary,198000,USA,African American,0,Master's
869,Male,1,Data Analyst,Early Career,24,Fresher,1,Medium Salary,90000,China,Chinese,0,Bachelor's
870,Male,1,Software Engineer,Early Career,27,Junior Level,4,High Salary,140000,USA,Hispanic,0,Master's
871,Female,1,Data Analyst,Early Career,25,Fresher,2,High Salary,110000,UK,Asian,0,Bachelor's
872,Female,3,Data Scientist,Early Career,30,Mid Level,7,Very High Salary,185000,Canada,Asian,0,Bachelor's
873,Male,1,Data Analyst,Early Career,31,Mid Level,9,Very High Salary,195000,Australia,White,0,Bachelor's
874,Female,1,Software Engineer,Early Career,28,Junior Level,5,Very High Salary,160000,China,Korean,0,PhD
875,Male,1,Data Analyst,Early Career,26,Junior Level,3,High Salary,130000,UK,Welsh,0,Bachelor's
876,Female,2,Data Scientist,Early Career,29,Mid Level,6,Very High Salary,180000,USA,White,0,Bachelor's
877,Male,1,Software Engineer,Early Career,32,Mid Level,8,Very High Salary,190000,UK,Asian,0,Bachelor's
878,Female,2,Product Manager,Early Career,33,Senior Level,11,Very High Salary,198000,China,White,0,Master's
879,Male,1,Data Analyst,Early Career,24,Fresher,1,Medium Salary,90000,China,White,0,Bachelor's
880,Male,1,Software Engineer,Early Career,27,Junior Level,4,High Salary,140000,Canada,Asian,0,Master's
881,Female,1,Data Analyst,Early Career,25,Fresher,2,High Salary,110000,Canada,Black,0,Bachelor's
882,Female,3,Data Scientist,Early Career,30,Mid Level,7,Very High Salary,185000,Canada,Asian,0,Bachelor's
883,Male,1,Data Analyst,Early Career,31,Mid Level,9,Very High Salary,195000,Canada,White,0,Bachelor's
884,Female,1,Software Engineer,Early Career,28,Junior Level,5,Very High Salary,160000,USA,White,0,PhD
885,Male,1,Data Analyst,Early Career,26,Junior Level,3,High Salary,130000,Australia,Australian,0,Bachelor's
886,Female,2,Data Scientist,Early Career,29,Mid Level,6,Very High Salary,180000,Australia,Australian,0,Bachelor's
887,Male,1,Software Engineer,Early Career,32,Mid Level,8,Very High Salary,190000,USA,White,0,Bachelor's
888,Female,2,Product Manager,Early Career,33,Senior Level,11,Very High Salary,198000,China,Chinese,0,Master's
889,Male,1,Data Analyst,Early Career,24,Fresher,1,Medium Salary,90000,Australia,Asian,0,Bachelor's
890,Male,1,Software Engineer,Early Career,27,Junior Level,4,High Salary,140000,China,Chinese,0,Master's
891,Female,1,Data Analyst,Early Career,25,Fresher,2,High Salary,110000,China,Chinese,0,Bachelor's
892,Female,3,Data Scientist,Early Career,30,Mid Level,7,Very High Salary,185000,UK,Mixed,0,Bachelor's
893,Male,1,Data Analyst,Early Career,31,Mid Level,9,Very High Salary,195000,USA,White,0,Bachelor's
894,Female,1,Software Engineer,Early Career,28,Junior Level,5,Very High Salary,160000,UK,Mixed,0,PhD
895,Male,1,Data Analyst,Early Career,26,Junior Level,3,High Salary,130000,UK,Asian,0,Bachelor's
896,Female,2,Data Scientist,Early Career,29,Mid Level,6,Very High Salary,180000,Australia,White,0,Bachelor's
897,Male,1,Software Engineer,Early Career,32,Mid Level,8,Very High Salary,190000,China,Korean,0,Bachelor's
898,Female,2,Product Manager,Early Career,33,Senior Level,11,Very High Salary,198000,USA,Hispanic,0,Master's
899,Male,1,Data Analyst,Early Career,24,Fresher,1,Medium Salary,90000,UK,Mixed,0,Bachelor's
900,Male,1,Software Engineer,Early Career,27,Junior Level,4,High Salary,140000,Australia,White,0,Master's
901,Female,1,Data Analyst,Early Career,25,Fresher,2,High Salary,110000,Canada,Asian,0,Bachelor's
902,Female,3,Data Scientist,Early Career,30,Mid Level,7,Very High Salary,185000,Canada,Asian,0,Bachelor's
903,Male,1,Data Analyst,Early Career,31,Mid Level,9,Very High Salary,195000,USA,African American,0,Bachelor's
904,Female,1,Software Engineer,Early Career,28,Junior Level,5,Very High Salary,160000,USA,Asian,0,PhD
905,Male,1,Data Analyst,Early Career,26,Junior Level,3,High Salary,130000,China,White,0,Bachelor's
906,Female,2,Data Scientist,Early Career,29,Mid Level,6,Very High Salary,180000,Canada,White,0,Bachelor's
907,Male,1,Software Engineer,Early Career,32,Mid Level,8,Very High Salary,190000,USA,Hispanic,0,Bachelor's
908,Female,2,Product Manager,Early Career,33,Senior Level,11,Very High Salary,198000,Canada,Black,0,Master's
909,Male,1,Data Analyst,Early Career,24,Fresher,1,Medium Salary,90000,Australia,Asian,0,Bachelor's
910,Male,1,Software Engineer,Early Career,27,Junior Level,4,High Salary,140000,UK,White,0,Master's
911,Female,1,Data Analyst,Early Career,25,Fresher,2,High Salary,110000,Australia,White,0,Bachelor's
912,Female,3,Data Scientist,Early Career,30,Mid Level,7,Very High Salary,185000,Canada,Asian,0,Bachelor's
913,Male,1,Data Analyst,Early Career,31,Mid Level,9,Very High Salary,195000,China,Korean,0,Bachelor's
914,Female,1,Software Engineer,Early Career,28,Junior Level,5,Very High Salary,160000,Canada,Asian,0,PhD
915,Male,1,Data Analyst,Early Career,26,Junior Level,3,High Salary,130000,Canada,White,0,Bachelor's
916,Female,2,Data Scientist,Early Career,29,Mid Level,6,Very High Salary,180000,Canada,Asian,0,Bachelor's
917,Male,1,Software Engineer,Early Career,32,Mid Level,8,Very High Salary,190000,Australia,Australian,0,Bachelor's
918,Female,2,Product Manager,Early Career,33,Senior Level,11,Very High Salary,198000,Canada,Black,0,Master's
919,Male,1,Data Analyst,Early Career,24,Fresher,1,Medium Salary,90000,Canada,White,0,Bachelor's
920,Male,1,Software Engineer,Early Career,27,Junior Level,4,High Salary,140000,UK,Welsh,0,Master's
921,Female,1,Data Analyst,Early Career,25,Fresher,2,High Salary,110000,Australia,Asian,0,Bachelor's
922,Female,3,Data Scientist,Early Career,30,Mid Level,7,Very High Salary,185000,UK,Asian,0,Bachelor's
923,Male,1,Data Analyst,Early Career,31,Mid Level,9,Very High Salary,195000,UK,Welsh,0,Bachelor's
924,Female,1,Software Engineer,Early Career,28,Junior Level,5,Very High Salary,160000,Canada,Black,0,PhD
925,Male,1,Data Analyst,Early Career,26,Junior Level,3,High Salary,130000,Australia,Australian,0,Bachelor's
926,Female,2,Data Scientist,Early Career,29,Mid Level,6,Very High Salary,180000,USA,Hispanic,0,Bachelor's
927,Male,1,Software Engineer,Early Career,32,Mid Level,8,Very High Salary,190000,Canada,Asian,0,Bachelor's
928,Female,2,Product Manager,Early Career,33,Senior Level,11,Very High Salary,198000,Canada,White,0,Master's
929,Male,1,Data Analyst,Early Career,24,Fresher,1,Medium Salary,90000,China,Korean,0,Bachelor's
930,Male,1,Software Engineer,Early Career,27,Junior Level,4,High Salary,140000,UK,Mixed,0,Master's
931,Female,1,Data Analyst,Early Career,25,Fresher,2,High Salary,110000,China,White,0,Bachelor's
932,Female,3,Data Scientist,Early Career,30,Mid Level,7,Very High Salary,185000,USA,Asian,0,Bachelor's
933,Male,1,Data Analyst,Early Career,31,Mid Level,9,Very High Salary,195000,UK,Asian,0,Bachelor's
934,Female,1,Software Engineer,Early Career,28,Junior Level,5,Very High Salary,160000,UK,Asian,0,PhD
935,Male,1,Data Analyst,Early Career,26,Junior Level,3,High Salary,130000,Canada,Black,0,Bachelor's
936,Female,2,Data Scientist,Early Career,29,Mid Level,6,Very High Salary,180000,USA,White,0,Bachelor's
937,Male,1,Software Engineer,Early Career,32,Mid Level,8,Very High Salary,190000,USA,White,0,Bachelor's
938,Female,2,Product Manager,Early Career,33,Senior Level,11,Very High Salary,198000,Canada,White,0,Master's
939,Male,1,Data Analyst,Early Career,24,Fresher,1,Medium Salary,90000,Australia,Asian,0,Bachelor's
940,Male,1,Software Engineer,Early Career,27,Junior Level,4,High Salary,140000,USA,Hispanic,0,Master's
941,Female,1,Data Analyst,Early Career,25,Fresher,2,High Salary,110000,UK,Mixed,0,Bachelor's
942,Female,3,Data Scientist,Early Career,30,Mid Level,7,Very High Salary,185000,USA,White,0,Bachelor's
943,Male,1,Data Analyst,Early Career,32,Junior Level,5,High Salary,135000,USA,Hispanic,0,Bachelor's
944,Female,2,Data Scientist,Early Career,27,Junior Level,3,Very High Salary,180000,Canada,Asian,0,PhD
945,Male,1,Software Engineer,Young Professionals,40,Senior Level,12,Very High Salary,195000,Australia,White,0,Bachelor's
946,Female,1,Product Manager,Young Professionals,35,Mid Level,8,Very High Salary,165000,USA,Asian,0,Master's
947,Male,2,Data Scientist,Young Professionals,43,Senior Level,15,Very High Salary,198000,USA,White,0,Bachelor's
948,Female,1,Software Engineer,Early Career,29,Junior Level,4,High Salary,150000,USA,Hispanic,0,Bachelor's
949,Male,1,Data Analyst,Young Professionals,36,Mid Level,9,Very High Salary,162000,Australia,Asian,0,Master's
950,Male,2,Data Scientist,Early Career,31,Mid Level,6,Very High Salary,175000,China,Korean,0,Bachelor's
951,Female,1,Software Engineer,Young Professionals,42,Senior Level,13,Very High Salary,197000,USA,White,0,Bachelor's
952,Male,1,Data Analyst,Early Career,33,Mid Level,7,High Salary,142000,USA,White,0,Master's
953,Female,2,Data Scientist,Early Career,29,Junior Level,4,Very High Salary,182000,Australia,Australian,0,Bachelor's
954,Male,1,Software Engineer,Young Professionals,41,Senior Level,11,Very High Salary,185000,China,Korean,0,Bachelor's
955,Female,1,Product Manager,Young Professionals,35,Mid Level,8,Very High Salary,170000,Australia,Asian,0,Master's
956,Male,1,Software Engineer,Early Career,27,Junior Level,4,Very High Salary,160000,Australia,Asian,0,Bachelor's
957,Male,1,Data Scientist,Early Career,32,Mid Level,8,Very High Salary,180000,Australia,Australian,0,Bachelor's
958,Female,2,Data Analyst,Early Career,29,Mid Level,6,High Salary,150000,USA,Asian,0,Bachelor's
959,Male,1,Data Analyst,Early Career,30,Junior Level,5,High Salary,140000,Canada,White,0,Bachelor's
960,Male,1,Data Analyst,Early Career,24,Fresher,2,Medium Salary,100000,China,Chinese,0,Master's
961,Female,2,Product Manager,Early Career,33,Senior Level,11,Very High Salary,190000,UK,Mixed,0,Bachelor's
962,Male,1,Software Engineer,Early Career,27,Junior Level,4,Very High Salary,160000,China,White,0,Bachelor's
963,Male,1,Data Analyst,Early Career,26,Junior Level,3,High Salary,120000,UK,Asian,0,Master's
964,Female,3,Data Scientist,Early Career,30,Mid Level,7,Very High Salary,170000,USA,Asian,0,Bachelor's
965,Male,1,Data Analyst,Early Career,31,Mid Level,9,Very High Salary,190000,Canada,White,0,Bachelor's
966,Female,1,Software Engineer,Early Career,28,Junior Level,5,High Salary,150000,Australia,Australian,0,PhD
967,Female,1,Data Analyst,Early Career,26,Junior Level,3,High Salary,120000,UK,Mixed,0,Bachelor's
968,Male,3,Data Scientist,Early Career,30,Mid Level,7,Very High Salary,170000,Canada,Black,0,Bachelor's
969,Female,1,Product Manager,Early Career,27,Junior Level,4,High Salary,130000,China,Korean,0,Bachelor's
970,Male,1,Data Analyst,Early Career,24,Fresher,2,Medium Salary,95000,Canada,Black,0,PhD
971,Male,2,Product Manager,Early Career,33,Senior Level,11,Very High Salary,195000,USA,White,0,Bachelor's
972,Male,1,Data Analyst,Early Career,25,Fresher,2,Medium Salary,100000,USA,Asian,0,Bachelor's
973,Male,1,Software Engineer,Early Career,28,Junior Level,5,High Salary,150000,UK,Mixed,0,Master's
974,Male,1,Data Analyst,Early Career,26,Junior Level,3,High Salary,120000,Australia,White,0,Bachelor's
975,Female,2,Data Scientist,Early Career,29,Mid Level,6,High Salary,150000,USA,White,0,Bachelor's
976,Male,1,Data Scientist,Early Career,32,Mid Level,8,Very High Salary,180000,Australia,White,0,Bachelor's
977,Female,2,Product Manager,Early Career,33,Senior Level,11,Very High Salary,195000,Australia,Australian,0,Master's
978,Male,1,Software Engineer,Early Career,27,Junior Level,4,Very High Salary,160000,UK,Mixed,0,Bachelor's
979,Female,2,Data Scientist,Early Career,31,Mid Level,6,Very High Salary,170000,Canada,Black,0,Master's
980,Male,1,Data Analyst,Early Career,30,Junior Level,5,High Salary,140000,China,White,0,Bachelor's
981,Male,1,Data Analyst,Early Career,24,Fresher,2,Medium Salary,95000,USA,African American,0,Master's
982,Female,1,Software Engineer,Early Career,28,Junior Level,5,High Salary,150000,Canada,Asian,0,Bachelor's
983,Male,1,Data Analyst,Early Career,26,Junior Level,3,High Salary,120000,USA,White,0,Bachelor's
984,Male,1,Software Engineer,Early Career,32,Mid Level,8,Very High Salary,180000,USA,White,0,Bachelor's
985,Female,2,Product Manager,Early Career,33,Senior Level,11,Very High Salary,195000,Australia,Australian,0,Bachelor's
986,Male,1,Data Analyst,Early Career,25,Fresher,2,Medium Salary,100000,China,White,0,Bachelor's
987,Female,3,Data Scientist,Early Career,30,Mid Level,7,Very High Salary,170000,UK,Asian,0,Master's
988,Male,1,Software Engineer,Early Career,27,Junior Level,4,Very High Salary,160000,USA,White,0,Bachelor's
989,Female,2,Product Manager,Early Career,34,Senior Level,12,Very High Salary,190000,USA,White,0,PhD
990,Male,1,Data Analyst,Early Career,31,Mid Level,9,Very High Salary,190000,China,White,0,Bachelor's
991,Female,1,Software Engineer,Early Career,28,Junior Level,5,High Salary,150000,Canada,White,0,Master's
992,Male,1,Data Analyst,Early Career,26,Junior Level,3,High Salary,120000,UK,White,0,Bachelor's
993,Female,2,Data Scientist,Early Career,29,Mid Level,6,High Salary,150000,Canada,White,0,Bachelor's
994,Male,1,Software Engineer,Early Career,32,Mid Level,8,Very High Salary,180000,China,White,0,Bachelor's
995,Female,2,Product Manager,Early Career,33,Senior Level,11,Very High Salary,195000,USA,White,0,Master's
996,Male,1,Data Analyst,Early Career,24,Fresher,2,Medium Salary,95000,Canada,Asian,0,Bachelor's
997,Male,1,Software Engineer,Early Career,27,Junior Level,4,Very High Salary,160000,Canada,Asian,0,Master's
998,Female,1,Data Analyst,Early Career,25,Fresher,2,Medium Salary,100000,USA,White,0,Bachelor's
999,Female,3,Data Scientist,Early Career,30,Mid Level,7,Very High Salary,170000,UK,White,0,Bachelor's
1000,Male,1,Data Analyst,Early Career,31,Mid Level,9,Very High Salary,190000,Australia,Asian,0,Bachelor's
1001,Female,1,Software Engineer,Early Career,28,Junior Level,5,High Salary,150000,Canada,White,0,PhD
